100,64
110,64
120,64
130,64
140,64
150,64
160,64
170,64
180,64
190,64
200,64
210,64
220,64
230,64
240,64
250,64
260,64
270,64
280,64
290,64
300,64
310,64
320,64
330,64
340,64
350,64
360,64
370,64
380,64
390,64
400,64
100,256
110,256
120,256
130,256
140,256
150,256
160,256
170,256
180,256
190,256
200,256
210,256
220,256
230,256
240,256
250,256
260,256
270,256
280,256
290,256
300,256
310,256
320,256
330,256
340,256
350,256
360,256
370,256
380,256
390,256
400,256
100,1024
110,1024
120,1024
130,1024
140,1024
150,1024
160,1024
170,1024
180,1024
190,1024
200,1024
210,1024
220,1024
230,1024
240,1024
250,1024
260,1024
270,1024
280,1024
290,1024
300,1024
310,1024
320,1024
330,1024
340,1024
350,1024
360,1024
370,1024
380,1024
390,1024
400,1024
410,256
420,256
430,256
440,256
450,256
460,256
470,256
480,256
490,256
500,256
510,256
520,256
530,256
540,256
550,256
560,256
570,256
580,256
590,256
600,256
610,256
620,256
630,256
640,256
650,256
660,256
670,256
680,256
690,256
700,256
710,256
720,256
730,256
740,256
750,256
760,256
770,256
780,256
790,256
800,256
410,1024
420,1024
430,1024
440,1024
450,1024
460,1024
470,1024
480,1024
490,1024
500,1024
510,1024
520,1024
530,1024
540,1024
550,1024
560,1024
570,1024
580,1024
590,1024
600,1024
610,1024
620,1024
630,1024
640,1024
650,1024
660,1024
670,1024
680,1024
690,1024
700,1024
710,1024
720,1024
730,1024
740,1024
750,1024
760,1024
770,1024
780,1024
790,1024
800,1024
810,1024
820,1024
830,1024
840,1024
850,1024
860,1024
870,1024
880,1024
890,1024
900,1024
910,1024
920,1024
930,1024
940,1024
950,1024
960,1024
970,1024
980,1024
990,1024
1000,1024
1010,1024
1020,1024
1030,1024
1040,1024
1050,1024
1060,1024
1070,1024
1080,1024
1090,1024
1100,1024
1110,1024
1120,1024
1130,1024
1140,1024
1150,1024
1160,1024
1170,1024
1180,1024
1190,1024
1200,1024
